10001,灵气果,1,1,2,2,0,10001,4,0,"[1,2,3]",2,4,0,0,0,,,99,0,,"[1,50200,1,1]",[100131],0,常见的药材，通常用于炼制修为丹。,0,2,"[80,80]"
10002,沽修草,1,1,2,4,0,10002,4,0,"[1,2,3]",5,4,0,0,0,,,99,0,,"[1,50200,2,1]",[100131],0,较为罕见的药材，通常用于炼制修为丹。,0,2,"[120,120]"
10003,灵云草,1,1,2,6,0,10003,4,0,"[1,2,3]",7,4,0,0,0,,,99,0,,"[1,50200,2,1]",[100131],0,十分珍惜的药材，通常用于炼制修为丹。,0,2,"[150,150]"
10004,纳灵果,1,1,2,8,0,10004,4,0,"[1,2,3]",9,4,0,0,0,,,99,0,,"[1,50200,2,1]",[100131],0,极其珍惜的药材，通常用于炼制修为丹。,0,2,"[200,200]"
10005,灵元果,1,1,2,5,0,10005,5,0,"[1,2,3]",2,5,0,0,0,,,99,0,,"[1,50200,20,1]",[100131],0,常见的药材，通常用于炼制属性丹。,0,2,"[80,80]"
10006,拢灵枝,1,1,2,6,0,10006,5,0,"[1,2,3]",5,5,0,0,0,,,99,0,,"[1,50200,2,1]",[100131],0,较为罕见的药材，通常用于炼制属性丹。,0,2,"[120,120]"
10007,玲珑果,1,1,2,7,0,10007,5,0,"[1,2,3]",7,5,0,0,0,,,99,0,,"[1,50200,50,1]",[100131],0,十分珍惜的药材，通常用于炼制属性丹。,0,2,"[150,150]"
10008,赤灵根,1,1,2,8,0,10008,5,0,"[1,2,3]",9,5,0,0,0,,,99,0,,"[1,50200,100,1]",[100131],0,极其珍惜的药材，通常用于炼制属性丹。,0,2,"[200,200]"
10009,固元藤,1,1,2,5,0,10009,5,0,"[1,2,3]",2,5,0,0,0,,,99,0,,"[1,50200,20,1]",[100131],0,常见的药材，通常用于炼制属性丹。,0,2,"[80,80]"
10010,皇极花,1,1,2,6,0,10010,5,0,"[1,2,3]",5,5,0,0,0,,,99,0,,"[1,50200,50,1]",[100131],0,较为罕见的药材，通常用于炼制属性丹。,0,2,"[120,120]"
10011,枯禅果,1,1,2,7,0,10011,5,0,"[1,2,3]",7,5,0,0,0,,,99,0,,"[1,50200,100,1]",[100131],0,十分珍惜的药材，通常用于炼制属性丹。,0,2,"[150,150]"
10012,蕴灵花,1,1,2,8,0,10012,5,0,"[1,2,3]",9,5,0,0,0,,,99,0,,"[1,50200,20,1]",[100131],0,极其珍惜的药材，通常用于炼制属性丹。,0,2,"[200,200]"
10013,梧桐果,1,1,2,5,0,10013,5,0,"[1,2,3]",2,5,0,0,0,,,99,0,,"[1,50200,20,1]",[100131],0,常见的药材，通常用于炼制属性丹。,0,2,"[80,80]"
10014,星霞蕊,1,1,2,6,0,10014,5,0,"[1,2,3]",5,5,0,0,0,,,99,0,,"[1,50200,50,1]",[100131],0,较为罕见的药材，通常用于炼制属性丹。,0,2,"[120,120]"
10015,霆梵芝,1,1,2,7,0,10015,5,0,"[1,2,3]",7,5,0,0,0,,,99,0,,"[1,50200,100,1]",[100131],0,十分珍惜的药材，通常用于炼制属性丹。,0,2,"[150,150]"
10018,九曲花,1,1,2,8,0,10018,5,0,"[1,2,3]",9,5,0,0,0,,,99,0,,"[1,50200,50,1]",[100131],0,极其珍惜的药材，通常用于炼制属性丹。,0,2,"[200,200]"
10020,固源参,1,1,2,2,0,10020,3,0,"[1,2,3]",0,3,0,0,0,,,99,0,,"[1,50200,1,1]",[100131],0,较为罕见的药材，通常用于炼制急救丹。,0,2,"[100,100]"
10021,天元草,1,1,2,5,0,10021,5,0,"[1,2,3]",2,5,0,0,0,,,99,0,,"[1,50200,50,1]",[100131],0,常见的药材，通常用于炼制属性丹。,0,2,"[80,80]"
10022,净魂草,1,1,2,7,0,10022,5,0,"[1,2,3]",7,5,0,0,0,,,99,0,,"[1,50200,50,1]",[100131],0,十分珍惜的药材，通常用于炼制属性丹。,0,2,"[120,120]"
10023,星露果,1,1,2,6,0,10023,5,0,"[1,2,3]",5,5,0,0,0,,,99,0,,"[1,50200,50,1]",[100131],0,较为罕见的药材，通常用于炼制属性丹。,0,2,"[150,150]"
10024,人参果,1,1,2,8,0,10024,5,0,"[1,2,3]",0,5,0,0,0,,,99,0,,"[1,50200,100,1]",[100131],0,,0,0,[]
10025,玉瞳花,1,1,2,8,0,10025,5,0,"[1,2,3]",9,5,0,0,0,,,99,0,,"[1,50200,100,1]",[100131],0,极其珍惜的药材，通常用于炼制属性丹。,0,2,"[200,200]"
10200,玄云石,1,2,0,0,0,10200,4,0,"[1,2,3]",0,4,51,0,0,,,99,0,,"[1,50200,1,0]",[20004],0,神州大陆很普通的物品，法术精修所需道具,0,0,[]
10300,珏神沙,1,3,0,0,0,10300,3,0,"[1,2,3]",0,3,11,0,0,,,99,0,,"[1,50200,1,0]",[60001],0,神州大陆很普通的物品，心法修炼所需材料,0,0,[]
10350,焕神矽,1,3,0,0,0,10350,4,0,"[1,2,3]",0,4,11,0,0,,,99,0,,"[1,50200,1,0]",[20004],0,神州大陆很普通的物品，心法参悟所需材料,21004,0,[]
10400,凝炼石,1,4,2,1,0,40204,4,0,"[1,2,3]",0,4,11,0,0,,,99,0,,"[1,50200,1,0]",[100123],0,普通的凝炼石，凝炼后增加1点凝炼值。,0,0,[]
10401,八品凝炼石,1,4,2,2,0,40205,4,0,"[1,2,3]",0,4,11,0,0,,,99,0,,"[1,50200,1,0]",[100123],0,普通的凝炼石，凝炼后增加10点凝炼值。,0,0,[]
10402,七品凝炼石,1,4,2,3,0,40206,4,0,"[1,2,3]",0,4,11,0,0,,,99,0,,"[1,50200,1,0]",[100123],0,品质略高的凝炼石，凝炼后增加15点凝炼值。,0,0,[]
10403,六品凝炼石,1,4,2,4,0,40207,4,0,"[1,2,3]",0,4,11,0,0,,,99,0,,"[1,50200,1,0]",[100123],0,品质略高的凝炼石，凝炼后增加20点凝炼值。,0,0,[]
10404,五品凝炼石,1,4,2,5,0,40208,4,0,"[1,2,3]",0,4,11,0,0,,,99,0,,"[1,50200,1,0]",[100123],0,较为稀少的凝炼石，凝炼后增加25点凝炼值。,0,0,[]
10405,四品凝炼石,1,4,2,6,0,40209,4,0,"[1,2,3]",0,4,11,0,0,,,99,0,,"[1,50200,1,0]",[100123],0,较为稀少的凝炼石，凝炼后增加30点凝炼值。,0,0,[]
10406,三品凝炼石,1,4,2,7,0,40210,4,0,"[1,2,3]",0,4,11,0,0,,,99,0,,"[1,50200,1,0]",[100123],0,较为稀少的凝炼石，凝炼后增加40点凝炼值。,0,0,[]
10407,二品凝炼石,1,4,2,8,0,40211,4,0,"[1,2,3]",0,4,11,0,0,,,99,0,,"[1,50200,1,0]",[100123],0,非常难得的凝炼石，凝炼后增加50点凝炼值。,0,0,[]
10408,一品凝炼石,1,4,2,9,0,40212,4,0,"[1,2,3]",0,4,11,0,0,,,99,0,,"[1,50200,1,0]",[100123],0,非常难得的凝炼石，凝炼后增加60点凝炼值。,0,0,[]
10501,轮回石,1,5,0,0,0,10501,4,0,"[1,2,3]",0,4,11,0,0,,,99,0,,"[1,50200,1,0]",[20004],0,一块用来逆天改命的石头,0,0,[]
10502,天命石,1,5,0,0,0,10502,5,0,[],0,5,0,0,0,,,0,0,,"[1,50200,1,0]",[20088],0,在升仙录机缘中使用,0,0,[]
