102001,灵泉,4,1,0,0,1,0,3,"{""Whole"":26100}",10000,0,{},0,4,1000,70,37,1,"[[70,37]]",1,0,30,眼前忽现一眼清泉，泉水集山渊之精纳云雨之润，实乃修行上佳之所。,"",[1020011.0],1500,70,38,1,4,4,200,0,0,0,0,0,0
104002,剑墟·壹,4,74,0,0,1,0,3,"{""Whole"":26495}",10000,0,{},0,4,1000,38,42,1,"[[38,42]]",1,0,30,泉水潺潺流淌，古剑静静地伫立于水中，四周弥漫着荷花的清雅香气，剑身光华若隐若现，似乎历经万载时光。,"",[1040021.0],0,40,45,3,3,3,200,0,0,0,0,1,0
302006,剑墟·贰,4,233,0,0,1,0,3,"{""Whole"":26160}",10000,0,{},0,4,10000,45,110,1,"[[45,110]]",1,0,130,寒冰冻土覆盖着剑墟周遭的土地，一柄泛着寒光的巨剑矗立在剑墟中央，被三座人形雕像环伺，三人之间似乎存在着什么故事，世人已无从得知。,"",[3020061.0],0,44,113,1,0,0,200,0,0,0,0,2,0
302007,剑墟·贰,4,234,0,0,1,0,3,"{""Whole"":26161}",10000,0,{},0,4,10000,45,110,0,"[[45,110]]",0,0,130,寒冰冻土覆盖着剑墟周遭的土地，一柄泛着寒光的巨剑矗立在剑墟中央，被三座人形雕像环伺，三人之间似乎存在着什么故事，世人已无从得知。,"",[],1500,44,113,0,0,0,200,0,0,0,0,0,0
303006,剑墟·叄,4,235,0,0,1,0,3,"{""Whole"":26162}",10000,0,{},0,4,10000,114,114,1,"[[114,114]]",1,0,100,古剑静默，锈迹斑驳，周遭荒骨横陈。恍惚间仿佛可以听见嘈嘈切切的错杂低语，弥漫着阴森恐怖的气息，让人不寒而栗。,"",[3030061.0],0,114,117,1,0,0,200,0,0,0,0,3,0
303007,剑墟·叄,4,235,0,0,1,0,3,"{""Whole"":26162}",10000,0,{},0,4,10000,114,114,0,"[[114,114]]",0,0,100,古剑静默，锈迹斑驳，周遭荒骨横陈。恍惚间仿佛可以听见嘈嘈切切的错杂低语，弥漫着阴森恐怖的气息，让人不寒而栗。,"",[],1500,114,117,1,0,0,200,0,0,0,0,0,0
305008,剑墟·肆,4,236,0,0,1,0,3,"{""Whole"":26163}",10000,0,{},0,4,10000,112,5,1,"[[112,5]]",1,0,30,破旧的雕塑上布满苔藓和斑痕，主人仿佛很久未归？枯枝败叶落满底，剑已摇摇欲坠。似危险与温情共存之处。,"",[3050081.0],0,112,7,1,0,0,200,0,0,0,0,4,0
303009,剑墟·肆,4,236,0,0,1,0,3,"{""Whole"":26163}",10000,0,{},0,4,10000,112,5,0,"[[112,5]]",0,0,30,破旧的雕塑上布满苔藓和斑痕，主人仿佛很久未归？枯枝败叶落满底，剑已摇摇欲坠。似危险与温情共存之处。,"",[],1500,112,7,1,0,0,200,0,0,0,0,0,0
307009,石碑,4,194,0,0,1,0,3,"{""Whole"":27005}",10000,0,{},0,4,10000,108,78,1,"[[108,79]]",1,0,100,一块被岁月侵蚀、似乎被世人遗忘的石碑，表面覆盖着厚厚的灰尘和缠绕的荒草。碑文虽已斑驳，但仍隐约可辨。,"",[3070091.0],0,107,80,1,0,0,200,0,0,0,0,0,0
307010,石碑,4,198,0,0,1,0,3,"{""Whole"":27006}",10000,0,{},0,4,10000,108,78,0,"[[108,79]]",0,0,100,一块被岁月侵蚀、似乎被世人遗忘的石碑，表面覆盖着厚厚的灰尘和缠绕的荒草。碑文虽已斑驳，但仍隐约可辨。,"",[],0,107,80,1,0,0,200,0,0,0,0,0,0
